#{"t_start": 1624598718.1383188, "env_id": null}
r,l,t
-63.4341,201,883.265753
35.438816,201,900.39079
-16.801256,201,900.390894
-21.411205,201,900.390919
42.388092,201,900.390941
-11.54028,201,900.390961
-7.9596043,201,900.390982
-49.625526,201,900.391002
15.106306,201,900.391022
225.35094,201,900.391043
31.703434,201,900.391062
23.745693,201,900.391081
17.41633,201,900.391101
103.71556,201,900.39112
-3.647933,201,900.391138
17.89593,201,900.391155
65.2713,201,900.391175
-38.617924,201,900.391194
-27.80395,201,900.391215
25.12837,201,900.391235
18.337229,201,900.391254
74.29165,201,918.308444
-6.3740764,201,918.308536
59.07314,201,918.308562
-60.935215,201,918.308583
49.999557,201,918.308604
1.9914937,201,918.308625
4.3806257,201,918.308646
-14.115484,201,918.308666
-40.534836,201,918.308686
36.074036,201,918.308705
-44.399044,201,918.308726
-9.111461,201,918.308746
4.5582647,201,918.308766
-52.605522,201,918.308784
61.069275,201,918.308805
26.693949,201,918.308825
-25.465046,201,918.308846
-2.3472328,201,918.308866
-16.954561,201,918.308886
-7.4461184,201,918.308905
33.974674,201,935.991993
60.967346,201,935.992105
-43.451805,201,935.992132
-67.63208,201,935.992152
135.35979,201,935.992171
143.37448,201,935.992191
152.49536,201,935.99221
72.375275,201,935.992229
0.9467763,201,935.992249
58.835365,201,935.992269
102.10561,201,935.992288
-6.9833694,201,935.992307
259.11298,201,935.992327
13.217254,201,935.992346
53.722218,201,935.992365
9.919762,201,935.992384
-66.82359,201,935.992403
-40.11424,201,935.992424
14.663135,201,935.992444
-16.460804,201,935.992465
10.352947,201,953.176606
40.2907,201,953.176709
-16.394318,201,953.176734
105.31159,201,953.176755
10.348079,201,953.176775
-3.650941,201,953.176794
34.396297,201,953.176814
44.717255,201,953.176833
9.432477,201,953.176852
13.702487,201,953.176871
164.26033,201,953.176891
13.149522,201,953.17691
2.8747692,201,953.176929
8.654131,201,953.176949
17.972414,201,953.176969
44.2927,201,953.176987
23.60081,201,953.177005
-31.86585,201,953.177022
14.332426,201,953.17704
-10.6258955,201,953.177056
-34.37334,201,970.132068
58.107685,201,970.132154
-6.267598,201,970.132173
-8.84065,201,970.132187
164.44354,201,970.132201
18.903667,201,970.132216
-24.927101,201,970.13223
153.22394,201,970.132243
-76.799576,201,970.132257
-1.9591273,201,970.13227
156.01595,201,970.132284
30.333055,201,970.132298
5.49798,201,970.132329
-11.987719,201,970.132344
16.104383,201,970.132357
